port,name,description
7107,aes-x170,AES-X170
7117,rothaga,Encrypted chat and file transfer service
7123,snif,End-to-end TLS Relay Control Connection
7167,casrmagent,CA SRM Agent
7168,cnckadserver,cncKadServer DB & Inventory Services
7172,metalbend,Port used for MetalBend programmable interface
7173,zsecure,zSecure Server
7181,janus-disc,Janus Guidewire Enterprise Discovery Service Bus
7202,pon-ictp,"Inter-Channel Termination Protocol (ICTP) for multi-wavelength PON
7215,PS-Server,Communication ports for PaperStream Server services
7216,PS-Capture-Pro,PaperStream Capture Professional
7228,citrixupp,Citrix Universal Printing Port
7229,citrixuppg,Citrix UPP Gateway
7234,asa-gateways,Traffic forwarding for Okta cloud infra
7235,aspcoordination,ASP Coordination Protocol
7236,display,Wi-Fi Alliance Wi-Fi Display Protocol
7237,pads,PADS (Public Area Display System) Server
7244,frc-hicp,FrontRow Calypso Human Interface Control Protocol
7244,frc-hicp-disc,FrontRow Calypso Human Interface Control Protocol
7282,mzca-action,eventACTION/ussACTION (MZCA) server
7282,mzca-alert,eventACTION/ussACTION (MZCA) alert
7283,genstat,General Statistics Rendezvous Protocol
7300-7359,swx,The Swiss Exchange
7420,ipluminary,Multichannel real-time lighting control
7471,sttunnel,Stateless Transport Tunneling Protocol
7474,neo4j,Neo4j Graph Database
7478,openit,IT Asset Management
7508,adcp,Automation Device Configuration Protocol
7509,acplt,ACPLT - process automation service
7550,cloudsignaling,Cloud Signaling Service
7551,controlone-con,ControlONE Console signaling
7563,cfw,Control Framework
7569,dell-eql-asm,Dell EqualLogic Host Group Management
7574,coherence,Oracle Coherence Cluster Service
7574,coherence-disc,Oracle Coherence Cluster discovery service
7626,simco,SImple Middlebox COnfiguration (SIMCO) Server
7626,simco,SImple Middlebox COnfiguration (SIMCO)
7630,hawk,HA Web Konsole
7631,tesla-sys-msg,TESLA System Messaging
7672,imqstomp,iMQ STOMP Server
7673,imqstomps,iMQ STOMP Server over SSL
7683,dmt,Cleondris DMT
7687,bolt,Bolt database connection
7690,sovd,Service-Oriented Vehicle Diagnostics
7700,em7-secom,EM7 Secure Communications
7701,nfapi,SCF nFAPI defining MAC/PHY split
7742,msss,Mugginsoft Script Server Service
7775,inetfs,A File System using TLS over a wide area network
7784,s-bfd,Seamless Bidirectional Forwarding Detection (S-BFD)
7802,vns-tp,Virtualized Network Services Tunnel Protocol
7847,csoauth,A product key authentication protocol made by CSO
7869,mobileanalyzer,MobileAnalyzer& MobileMonitor
7870,rbt-smc,Riverbed Steelhead Mobile Service
7871,mdm,Mobile Device Management
7872,mipv6tls,TLS-based Mobile IPv6 Security
7878,owms,Opswise Message Service
7981,sossd-collect,Spotlight on SQL Server Desktop Collect
7982,sossd-agent,Spotlight on SQL Server Desktop Agent
7982,sossd-disc,Spotlight on SQL Server Desktop Agent Discovery
7997,pushns,PUSH Notification Service
7998,usicontentpush,USI Content Push Service
8004,p2pevolvenet,Opensource Evolv Enterprise Platform P2P Network Node Connection Protocol
8006,wpl-analytics,World Programming analytics
8006,wpl-disc,World Programming analytics discovery
8009,nvme-disc,NVMe over Fabrics Discovery Service
8015,cfg-cloud,Configuration Cloud Service
8016,ads-s,Beckhoff Automation Device Specification
8017,cisco-cloudsec,Cisco Cloudsec Dataplane Port Number
8042,fs-agent,FireScope Agent
8043,fs-server,FireScope Server
8044,fs-mgmt,FireScope Management Interface
8051,rocrail,Rocrail Client Service
8060,aero,Asymmetric Extended Route Optimization (AERO)
8066,toad-bi-appsrvr,Toad BI Application Server
8067,infi-async,Infinidat async replication
8070,ucs-isc,Oracle Unified Communication Suite's Indexed Search Converter
8077,mles,Mles is a client-server data distribution protocol targeted to serve as a lightweight and reliable distributed publish/subscribe database service.
8084,websnp,Snarl Network Protocol over HTTP
8090,opsmessaging,Vehicle to station messaging
8091,jamlink,Jam Link Framework
8101,ldoms-migr,Logical Domains Migration
8102,kz-migr,Oracle Kernel zones migration server
8111,skynetflow,Skynetflow network services
8117,purityrpc,Purity replication clustering and remote management
8140,puppet,The Puppet master service
8149,eor-game,Edge of Reality game data
8153,quantastor,QuantaStor Management Interface
8162,lpar2rrd,LPAR2RRD client server communication
8181,intermapper,Intermapper network management system
8183,proremote,ProRemote
8190,gcp-rphy,Generic control plane for RPHY
8191,limnerpressure,Limner Pressure
8202,aesop,Audio+Ethernet Standard Open Protocol
8211,aruba-papi,Aruba Networks AP management
8231,hncp-udp-port,HNCP
8232,hncp-dtls-port,HNCP over DTLS
8266,espeasy-p2p,ESPeasy peer-2-peer communication
8270,robot-remote,Robot Framework Remote Library Interface
8282,libelle,Libelle EnterpriseBus
8282,libelle-disc,Libelle EnterpriseBus discovery
8293,hiperscan-id,Hiperscan Identification Service
8313,hub-open-net,Hub Open Network
8384,marathontp,Marathon Transport Protocol
8404,svcloud,SuperVault Cloud
8405,svbackup,SuperVault Backup
8415,dlpx-sp,Delphix Session Protocol
8423,aritts,Aristech text-to-speech server
8432,pgbackrest,PostgreSQL Backup
8433,aws-as2,Non Persistent Desktop and Application Streaming
8445,copy,Port for copy peer sync feature
8445,copy-disc,Port for copy discovery
8457,nexentamv,Nexenta Management GUI
8470,cisco-avp,Cisco Address Validation Protocol
8501,cmtp-mgt,CYTEL Message Transfer Management
8501,cmtp-av,CYTEL Message Transfer Audio and Video
8502,ftnmtp,FTN Message Transfer Protocol
8503,lsp-self-ping,MPLS LSP Self-Ping
8609,canon-cpp-disc,Canon Compact Printer Protocol Discovery
8615,imink,Imink Service Control
8665,monetra,Monetra
8666,monetra-admin,Monetra Administrative Access
8675,msi-cps-rm,Motorola Solutions Customer Programming Software for Radio Management
8675,msi-cps-rm-disc,Motorola Solutions Customer Programming Software for Radio Management Discovery
8688,openremote-ctrl,OpenRemote Controller HTTP/REST
8699,vnyx,VNYX Primary Port
8710,semi-grpc,gRPC for SEMI Standards implementations
8711,nvc,Nuance Voice Control
8732,dtp-net,DASGIP Net Services
8750,dey-keyneg,DEY Storage Key Negotiation
8767,core-of-source,Online mobile multiplayer game
8768,sandpolis,Sandpolis Server
8769,oktaauthenticat,Okta MultiPlatform Access Mgmt for Cloud Svcs
8778,uec,Stonebranch Universal Enterprise Controller
8805,pfcp,Destination Port number for PFCP
8807,hes-clip,HES-CLIP Interoperability protocol
8808,ssports-bcast,STATSports Broadcast Service
8809,3gpp-monp,MCPTT Off-Network Protocol (MONP)
8881,galaxy4d,Galaxy4D Online Game Engine
8888,ddi-tcp-1,NewsEDGE server TCP (TCP 1)
8888,ddi-udp-1,NewsEDGE server UDP (UDP 1)
8889,ddi-tcp-2,Desktop Data TCP 1
8889,ddi-udp-2,NewsEDGE server broadcast
8890,ddi-tcp-3,Desktop Data TCP 2
8890,ddi-udp-3,NewsEDGE client broadcast
8891,ddi-tcp-4,Desktop Data TCP 3: NESS application
8891,ddi-udp-4,Desktop Data UDP 3: NESS application
8892,ddi-tcp-5,Desktop Data TCP 4: FARM product
8892,ddi-udp-5,Desktop Data UDP 4: FARM product
8893,ddi-tcp-6,Desktop Data TCP 5: NewsEDGE/Web application
8893,ddi-udp-6,Desktop Data UDP 5: NewsEDGE/Web application
8894,ddi-tcp-7,Desktop Data TCP 6: COAL application
8894,ddi-udp-7,Desktop Data UDP 6: COAL application
8908,dpp,WFA Device Provisioning Protocol
8937,twds,Transaction Warehouse Data Service
8953,ub-dns-control,unbound dns nameserver control
8981,nod-client,Network of Devices Client
8997,oracle-ms-ens,Oracle Messaging Server Event Notification Service
8998,canto-roboflow,Canto RoboFlow Control
9005,golem,Golem Inter-System RPC
9007,ogs-client,Open Grid Services Client
9008,ogs-server,Open Grid Services Server
9010,sdr,Secure Data Replicator Protocol
9011,d-star,D-Star Routing digital voice+data for amateur radio
9050,versiera,Versiera Agent Listener
9051,fio-cmgmt,Fusion-io Central Manager Service
9060,CardWeb-IO,CardWeb request-response I/O exchange
9060,CardWeb-RT,CardWeb realtime device data
9081,cisco-aqos,Required for Adaptive Quality of Service
9082,lcs-ap,LCS Application Protocol
9083,emc-pp-mgmtsvc,EMC PowerPath Mgmt Service
9093,copycat,Copycat database replication service
9106,astergate,Astergate Control Service
9106,astergate-disc,Astergate Discovery Service
9107,astergatefax,AstergateFax Control Service
9122,grcmp,Global Relay compliant mobile instant messaging protocol
9123,grcp,Global Relay compliant instant messaging protocol
9277,traingpsdata,GPS Data transmitted from train to ground network
9286,n2receive,n2 monitoring receiver
9306,sphinxql,Sphinx search server (MySQL listener)
9310,sapms,SAP Message Server
9312,sphinxapi,Sphinx search server
9339,gnmi-gnoi,gRPC Network Mgmt/Operations Interface
9340,gribi,gRPC Routing Information Base Interface
9345,rancher,Rancher Agent
9387,d2dconfig,D2D Configuration Service
9388,d2ddatatrans,D2D Data Transfer Service
9389,adws,Active Directory Web Services
9390,otp,OpenVAS Transfer Protocol
9445,mindarray-ca,MindArray Systems Console Agent
9522,sma-spw,SMA Speedwire
9559,p4runtime,P4Runtime gRPC Service
9614,iadt-tls,iADT Protocol over TLS
9616,erunbook-agent,"eRunbook Agent IANA assigned this well-formed service name as a replacement for ""erunbook_agent""."
9616,erunbook_agent,eRunbook Agent
9617,erunbook-server,"eRunbook Server IANA assigned this well-formed service name as a replacement for ""erunbook_server""."
9617,erunbook_server,eRunbook Server
9630,peoctlr,Peovica Controller
9631,peocoll,Peovica Collector
9632,mc-comm,Mobile-C Communications
9640,pqsflows,ProQueSys Flows Service
9666,zoomcp,Zoom Control Panel Game Server Management
9876,sd,Session Director
9877,x510,The X.510 wrapper protocol
9878,kca-service,The KX509 Kerberized Certificate Issuance Protocol in Use in 2012
9899,sctp-tunneling,SCTP TUNNELING
9901,enrp,enrp server channel
9901,enrp-sctp,enrp server channel
9902,enrp-sctp-tls,enrp/tls server channel
9903,multicast-ping,Multicast Ping Protocol
9925,xybrid-cloud,XYBRID Cloud
9954,hinp,HaloteC Instrument Network Protocol
9955,alljoyn-stm,Contact Port for AllJoyn standard messaging
9955,alljoyn-mcm,Contact Port for AllJoyn multiplexed constrained messaging
9956,alljoyn,Alljoyn Name Service
9978,xybrid-rt,XYBRID RT Server
9979,visweather,Valley Information Systems Weather station data
9981,pumpkindb,Event sourcing database engine with a built-in programming language
9988,nsesrvr,Software Essentials Secure HTTP server
10003,documentum-s,"EMC-Documentum Content Server Product IANA assigned this well-formed service name as a replacement for ""documentum_s""."
10003,documentum_s,EMC-Documentum Content Server Product
10003,documentum-s,"EMC-Documentum Content Server Product IANA assigned this well-formed service name as a replacement for ""documentum_s""."
10003,documentum_s,EMC-Documentum Content Server Product
10004,emcrmirccd,EMC Replication Manager Client
10005,emcrmird,EMC Replication Manager Server
10006,netapp-sync,Sync replication protocol among different NetApp platforms
10010,rxapi,ooRexx rxapi services
10020,abb-hw,Hardware configuration and maintenance
10023,cefd-vmp,Comtech EF-Data's Vipersat Management Protocol
10055,qptlmd,Quantapoint FLEXlm Licensing Service
10111,nmea-onenet,NMEA OneNet multicast messaging
10125,cimple,HotLink CIMple REST API
10129,bmc-gms,BMC General Manager Server
10161,snmptls,SNMP-TLS
10161,snmpdtls,SNMP-DTLS
10162,snmptls-trap,SNMP-Trap-TLS
10162,snmpdtls-trap,SNMP-Trap-DTLS
10201,rsms,Remote Server Management Service
10201,rscs,Remote Server Control and Test Service
10253,eapol-relay,Relay of EAPOL frames
10261,tile-ml,Tile remote machine learning
10321,cosir,Computer Op System Information Report
10439,bngsync,BalanceNG session table synchronization protocol
10443,cirrossp,CirrosSP Workstation Communication
10500,hip-nat-t,HIP NAT-Traversal
10548,serverdocs,Apple Document Sharing Service
10631,printopia,Printopia Serve
10809,nbd,Linux Network Block Device
10810,nmc-disc,Nuance Mobile Care Discovery
10933,octopustentacle,Listen port used by the Octopus Deploy Tentacle deployment agent
11103,origo-sync,OrigoDB Server Sync Interface
11104,netapp-icmgmt,NetApp Intercluster Management
11105,netapp-icdata,NetApp Intercluster Data
11108,myq-termlink,Hardware Terminals Discovery and Low-Level Communication Protocol
11109,sgi-dmfmgr,Data migration facility Manager (DMF) is a browser based interface to DMF
11110,sgi-soap,Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF
11171,snss,Surgical Notes Security Service Discovery (SNSS)
11172,oemcacao-jmxmp,OEM cacao JMX-remoting access point
11173,t5-straton,Straton Runtime Programing
11174,oemcacao-rmi,OEM cacao rmi registry access point
11175,oemcacao-websvc,OEM cacao web service access point
11202,dcsl-backup,DCSL Network Backup Services
11430,lsdp,Lenbrook Service Discovery Protocol
11489,asgcypresstcps,ASG Cypress Secure Only
11623,emc-xsw-dconfig,EMC XtremSW distributed config
11796,lanschool,LanSchool
11796,lanschool-mpt,Lanschool Multipoint
11877,x2e-disc,X2E service discovery protocol
11971,tibsd,TiBS Service
11997,wmereceiving,WorldMailExpress
11998,wmedistribution,WorldMailExpress
11999,wmereporting,WorldMailExpress
12009,ghvpn,Green Hills VPN
12010,edbsrvr,ElevateDB Server
12302,rads,"Remote Administration Daemon (RAD) is a system service that offers secure, remote, programmatic access to Solaris system configuration and run-time state"
12546,carb-repl-ctrl,Carbonite Server Replication Control
12865,netperf,control port for the netperf benchmark
13218,emc-vcas-tcp,EMC Virtual CAS Service
13218,emc-vcas-udp,EMV Virtual CAS Service Discovery
13400,doip-data,DoIP Data
13400,doip-disc,DoIP Discovery
13823,bmdss,Blackmagic Design Streaming Server
13832,a-trust-rpc,Certificate Management and Issuing
13930,medevolve,MedEvolve Port Requester
14001,sua,SUA
14001,sua,De-Registered
14001,sua,SUA
14002,scotty-disc,Discovery of a SCOTTY hardware codec board
14143,icpps,IceWall Cert Protocol over TLS
14150,vcscmd,Veritas Cluster Server Command Server
14500,xpra,xpra network protocol
15002,onep-tls,Open Network Environment TLS
15118,v2g-secc,v2g Supply Equipment Communication Controller Discovery Protocol
15998,2ping,2ping Bi-Directional Ping Service
15999,programmar,ProGrammar Enterprise
16000,fmsas,Administration Server Access
16001,fmsascon,Administration Server Connector
16002,gsms,GoodSync Mediation Service
16003,alfin,Automation and Control by REGULACE.ORG
16020,jwpc,Filemaker Java Web Publishing Core
16021,jwpc-bin,Filemaker Java Web Publishing Core Binary
16162,solaris-audit,Solaris Audit - secure remote audit log
16385,rdgs,Reliable Datagram Sockets
16619,xoms,X509 Objects Management Service
16665,axon-tunnel,Reliable multipath data transport for high latencies
16666,vtp,Vidder Tunnel Protocol
16789,cadsisvr,This server provides callable services to mainframe External Security Managers from any TCP/IP platform
17010,ncpu,Plan 9 cpu port
17184,vestasdlp,Vestas Data Layer Protocol
17222,cpsp,Control Plane Synchronization Protocol (SPSP)
17223,isa100-gci,ISA100 GCI is a service utilizing a common interface between an ISA100 Wireless gateway and a client application
17224,trdp-pd,Train Realtime Data Protocol (TRDP) Process Data
17500,db-lsp,Dropbox LanSync Protocol
17500,db-lsp-disc,Dropbox LanSync Discovery
17555,ailith,Ailith management of routers
17777,sw-orion,SolarWinds Orion
18104,radpdf,RAD PDF Service
18136,racf,z/OS Resource Access Control Facility
18186,ohsc,Occupational Health SC
18186,ohsc,Occupational Health Sc
18242,iclid,Checkpoint router monitoring
18243,clusterxl,Checkpoint router state backup
18516,heythings,HeyThings Device communicate service
18668,vdmmesh,Manufacturing Execution Systems Mesh Communication
18668,vdmmesh-disc,Manufacturing Execution Systems Mesh Communication
19020,j-link,J-Link TCP/IP Protocol
19220,cora,Client Connection Management and Data Exchange Service
19220,cora-disc,Discovery for Client Connection Management and Data Exchange Service
19788,mle,Mesh Link Establishment
19790,faircom-db,FairCom Database
19998,iec-104-sec,IEC 60870-5-104 process control - secure
19999,dnp-sec,Distributed Network Protocol - secured
20000,dnp,Distributed Network Protocol
20012,ss-idi-disc,Samsung Interdevice Interaction discovery
20013,ss-idi,Samsung Interdevice Interaction
20034,nburn-id,"NetBurner ID Port IANA assigned this well-formed service name as a replacement for ""nburn_id""."
20034,nburn_id,NetBurner ID Port
20034,nburn-id,"NetBurner ID Port IANA assigned this well-formed service name as a replacement for ""nburn_id""."
20034,nburn_id,NetBurner ID Port
20057,avesterra,AvesTerra Hypergraph Transfer Protocol (HGTP)
20810,crtech-nlm,CRTech NLM
20999,athand-mmp,At Hand MMP
20999,athand-mmp,AT Hand MMP
21010,notezilla-lan,Notezilla.Lan Server
21212,trinket-agent,Distributed artificial intelligence
21213,cohesity-agent,Cohesity backup agents
21221,aigairserver,Services for Air Server
21553,rdm-tfs,Raima RDM TFS
21801,sal,Safe AutoLogon
22125,dcap,dCache Access Protocol
22128,gsidcap,GSI dCache Access Protocol
22222,easyengine,EasyEngine is CLI tool to manage WordPress Sites on Nginx server
22335,shrewd-control,Initium Labs Security and Automation Control
22335,shrewd-stream,Initium Labs Security and Automation Streaming
22351,codemeter-cmwan,TPC/IP requests of copy protection software to a server
22537,caldsoft-backup,CaldSoft Backup server file transfer
22555,vocaltec-wconf,Vocaltec Web Conference
22555,vocaltec-phone,Vocaltec Internet Phone
23053,gntp,Generic Notification Transport Protocol
23272,s102,S102 application
23294,5afe-dir,5AFE SDN Directory
23294,5afe-disc,5AFE SDN Directory discovery
23456,aequus,Aequus Service
23457,aequus-alt,Aequus Service Mgmt
23546,areaguard-neo,AreaGuard Neo - WebServer
24322,hid,Transport of Human Interface Device data streams
24323,vrmg-ip,Verimag mobile class protocol over TCP
24386,intel-rci,"Intel RCI IANA assigned this well-formed service name as a replacement for ""intel_rci""."
24386,intel_rci,Intel RCI
24386,intel-rci,"Intel RCI IANA assigned this well-formed service name as a replacement for ""intel_rci""."
24386,intel_rci,Intel RCI
24577,bilobit,bilobit Service
24577,bilobit-update,bilobit Service Update
24666,sdtvwcam,Service used by SmarDTV to communicate between a CAM and a second screen application
24754,cslg,Citrix StorageLink Gateway
24850,assoc-disc,Device Association Discovery
25471,rna,RNSAP User Adaptation for Iurh
25576,sauterdongle,Sauter Dongle
25604,idtp,Identifier Tracing Protocol
25954,bf-game,Bitfighter game server
25955,bf-master,Bitfighter master server
26257,cockroach,CockroachDB
26486,exoline-tcp,EXOline-TCP
26486,exoline-udp,EXOline-UDP
27000-27009,flex-lm,FLEX LM (1-10)
27010,flex-lmadmin,A protocol for managing license services
27017,mongodb,Mongo database system
27876,astrolink,Astrolink Protocol
27999,tw-auth-key,TW Authentication/Key Distribution and
27999,tw-auth-key,Attribute Certificate Services
28001,pqsp,PQ Service
28010,gruber-cashreg,Gruber cash registry protocol
28080,thor-engine,thor/server - ML engine
28119,a27-ran-ran,A27 cdma2000 RAN Management
28589,bosswave,Building operating system services wide area verified exchange
29000,saltd-licensing,Siemens Licensing Server
29118,sgsap,SGsAP in 3GPP
29168,sbcap,SBcAP in 3GPP
29169,iuhsctpassoc,HNBAP and RUA Common Association
29999,bingbang,data exchange protocol for IEC61850 in wind power plants
30000,ndmps,Secure Network Data Management Protocol
30004,amicon-fpsu-s,Amicon FPSU-IP VPN
30400,gs-realtime,GroundStar RealTime System
30832,samsung-disc,Samsung Convergence Discovery Protocol
31016,ka-sddp,Kollective Agent Secure Distributed Delivery Protocol
31016,ka-kdp,Kollective Agent Kollective Delivery Protocol
31020,autotrac-acp,Autotrac ACP 245
31029,yawn,YaWN - Yet Another Windows Notifier
31400,pace-licensed,PACE license server
31685,dsx-monitor,"DS Expert Monitor IANA assigned this well-formed service name as a replacement for ""dsx_monitor""."
31685,dsx_monitor,DS Expert Monitor
31948,iceedcp-tx,"Embedded Device Configuration Protocol TX IANA assigned this well-formed service name as a replacement for ""iceedcp_tx""."
31948,iceedcp_tx,Embedded Device Configuration Protocol TX
31948,iceedcp-tx,"Embedded Device Configuration Protocol TX IANA assigned this well-formed service name as a replacement for ""iceedcp_tx""."
31948,iceedcp_tx,Embedded Device Configuration Protocol TX
31949,iceedcp-rx,"Embedded Device Configuration Protocol RX IANA assigned this well-formed service name as a replacement for ""iceedcp_rx""."
31949,iceedcp_rx,Embedded Device Configuration Protocol RX
31949,iceedcp-rx,"Embedded Device Configuration Protocol RX IANA assigned this well-formed service name as a replacement for ""iceedcp_rx""."
31949,iceedcp_rx,Embedded Device Configuration Protocol RX
32400,plex,Plex multimedia
32771,filenet-rmi,FileNET RMI
32771,filenet-rmi,FileNet RMI
32811,retp,Real Estate Transport Protocol
33000,wg-endpt-comms,WatchGuard Endpoint Communications
33060,mysqlx,MySQL Database Extended Interface
33333,dgi-serv,Digital Gaslight Service
33334,speedtrace,SpeedTrace TraceAgent
33334,speedtrace-disc,SpeedTrace TraceAgent Discovery
33435,mtrace,IP Multicast Traceroute
33890,digilent-adept,Adept IP protocol
34567,dhanalakshmi,dhanalakshmi.org EDI Service
34567,edi_service,dhanalakshmi.org EDI Service
35000,heathview,HeathView
35002,rt-sound,ReadyTech Sound Server
35003,rt-devicemapper,ReadyTech DeviceMapper Server
35005,rt-labtracker,ReadyTech LabTracker
35006,rt-helper,ReadyTech Helper Service
35354,kitim,KIT Messenger
35355,altova-lm,Altova License Management
35355,altova-lm-disc,Altova License Management Discovery
35356,guttersnex,Gutters Note Exchange
35357,openstack-id,OpenStack ID Service
36411,wlcp,Wireless LAN Control plane Protocol (WLCP)
36412,s1-control,S1-Control Plane (3GPP)
36422,x2-control,X2-Control Plane (3GPP)
36423,slmap,SLm Interface Application Protocol
36424,nq-ap,Nq and Nq' Application Protocol
36443,m2ap,M2 Application Part
36444,m3ap,M3 Application Part
36462,xw-control,Xw-Control Plane (3GPP)
36524,febooti-aw,Febooti Automation Workshop
36602,observium-agent,Observium statistics collection agent
36700,mapx,MapX communication
37472,3gpp-w1ap,W1 signalling transport
37483,gdrive-sync,Google Drive Sync
37601,eftp,Epipole File Transfer Protocol
38000,ivs-database,InfoVista Server Database
38001,ivs-insertion,InfoVista Server Insertion
38002,cresco-control,Cresco Controller
38002,crescoctrl-disc,Cresco Controller Discovery
38412,ng-control,NG Control Plane (3GPP)
38422,xn-control,Xn Control Plane (3GPP)
38462,e1-interface,E1 signalling transport (3GPP)
38472,f1-control,F1 Control Plane (3GPP)
38638,psqlmws,Premier SQL Middleware Server
38800,sruth,"Sruth is a service for the distribution of routinely-
38865,secrmmsafecopya,Security approval process for use of the secRMM SafeCopy program
39063,vroa,Children's hearing test/Telemedicine
40023,k-patentssensor,K-PatentsSensorInformation
40404,sptx,Simplify Printing TX
40853,ortec-disc,ORTEC Service Discovery
41121,tentacle,Tentacle Server
41230,z-wave-s,Z-Wave Protocol over SSL/TLS
41230,z-wave-s,Z-Wave Protocol over DTLS
41796,crestron-cips,Crestron Secure Control Port
41797,crestron-ctps,Crestron Secure Terminal Port
42999,curiosity,API endpoint for search application
43000,recvr-rc,Receiver Remote Control
43000,recvr-rc-disc,Receiver Remote Control Discovery
43191,noit-transport,Reconnoiter Agent Data Transport
43210,shaperai,Shaper Automation Server Management
43210,shaperai-disc,Shaper Automation Server Management Discovery
43438,hmip-routing,HmIP LAN Routing
43439,eq3-update,EQ3 firmware update
43439,eq3-config,EQ3 discovery and configuration
43440,ew-mgmt,Cisco EnergyWise Management
43440,ew-disc-cmd,Cisco EnergyWise Discovery and Command Flooding
44123,z-wave-tunnel,Z-Wave Secure Tunnel
44323,pmwebapi,HTTP binding for Performance Co-Pilot client API
44444,cognex-dataman,Cognex DataMan Management Protocol
44445,acronis-backup,Acronis Backup Gateway service port
44544,domiq,DOMIQ Building Automation
44600,asihpi,AudioScience HPI
44818,EtherNet-IP-2,"EtherNet/IP messaging IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-2""."
44818,EtherNet/IP-2,EtherNet/IP messaging
44818,EtherNet-IP-2,"EtherNet/IP messaging IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-2""."
44818,EtherNet/IP-2,EtherNet/IP messaging
44900,m3da,M3DA is used for efficient machine-to-machine communications
44900,m3da-disc,M3DA Discovery is used for efficient machine-to-machine communications
45000,asmp,Nuance AutoStore Status Monitoring Protocol (data transfer)
45000,asmp-mon,Nuance AutoStore Status Monitoring Protocol (device monitoring)
45001,asmps,Nuance AutoStore Status Monitoring Protocol (secure data transfer)
45002,rs-status,Redspeed Status Monitor
45045,synctest,Remote application control protocol
45514,cloudcheck,ASSIA CloudCheck WiFi Management System
45514,cloudcheck-ping,ASSIA CloudCheck WiFi Management keepalive
45824,dai-shell,Server for the DAI family of client-server products
46336,inedo,Listen port used for Inedo agent communication
46998,spremotetablet,Connection between a desktop computer or server and a signature tablet to capture handwritten signatures
47001,winrm,Windows Remote Management Service
47100,jvl-mactalk,Configuration of motors connected to Industrial Ethernet
47809,presonus-ucnet,PreSonus Universal Control Network Protocol
48004,nimbusdb,NimbusDB Connector
48005,nimbusdbctrl,NimbusDB Control
48048,juka,Juliar Programming Language Protocol
48049,3gpp-cbsp,3GPP Cell Broadcast Service Protocol
48050,weandsf,WeFi Access Network Discovery and Selection Function
49000,matahari,Matahari Broker
49001,nusrp,Nuance Unity Service Request Protocol
49001,nusdp-disc,Nuance Unity Service Discovery Protocol
49150,inspider,InSpider System
      synchronization protocol, content pool database discovery, and
